amount,balance,cancelYn,date,storeId,transactionId
89844,291,N,2021-10-06,6717131,cc97167a-c29-4589-9548-000000010449
51060,15,Y,2021-11-07,5460431,cc07167a-c20-4589-9548-000000010450
62236,347,N,2021-12-08,2033931,cc17167a-c21-4589-9548-000000010451
40308,63,Y,2021-01-09,595361,cc27167a-c22-4589-9548-000000010452
2362,670,N,2021-02-10,5603431,cc37167a-c23-4589-9548-000000010453
44919,621,N,2021-03-11,6717131,cc47167a-c24-4589-9548-000000010454
36724,753,Y,2021-04-12,5460431,cc57167a-c25-4589-9548-000000010455
96165,203,N,2021-05-13,2033931,cc67167a-c26-4589-9548-000000010456
47106,375,Y,2021-06-14,595361,cc77167a-c27-4589-9548-000000010457
30977,726,Y,2021-07-15,5603431,cc87167a-c28-4589-9548-000000010458
85044,598,N,2021-08-16,6717131,cc97167a-c29-4589-9548-000000010459
81223,264,N,2021-09-17,5460431,cc07167a-c20-4589-9548-000000010460
67611,418,N,2021-10-18,2033931,cc17167a-c21-4589-9548-000000010461
86528,216,N,2021-11-19,595361,cc27167a-c22-4589-9548-000000010462
48763,348,Y,2021-12-20,5603431,cc37167a-c23-4589-9548-000000010463
50780,198,N,2021-01-21,6717131,cc47167a-c24-4589-9548-000000010464
97758,541,Y,2021-02-22,5460431,cc57167a-c25-4589-9548-000000010465
87878,380,N,2021-03-23,2033931,cc67167a-c26-4589-9548-000000010466
27964,883,Y,2021-04-24,595361,cc77167a-c27-4589-9548-000000010467
90755,56,Y,2021-05-25,5603431,cc87167a-c28-4589-9548-000000010468
37055,986,Y,2021-06-26,6717131,cc97167a-c29-4589-9548-000000010469
72296,399,N,2021-07-27,5460431,cc07167a-c20-4589-9548-000000010470
60885,739,N,2021-08-28,2033931,cc17167a-c21-4589-9548-000000010471
38965,399,N,2021-09-01,595361,cc27167a-c22-4589-9548-000000010472
70422,294,Y,2021-10-02,5603431,cc37167a-c23-4589-9548-000000010473
73193,256,N,2021-11-03,6717131,cc47167a-c24-4589-9548-000000010474
69979,197,N,2021-12-04,5460431,cc57167a-c25-4589-9548-000000010475
1165,456,Y,2021-01-05,2033931,cc67167a-c26-4589-9548-000000010476
84309,362,N,2021-02-06,595361,cc77167a-c27-4589-9548-000000010477
18743,488,N,2021-03-07,5603431,cc87167a-c28-4589-9548-000000010478
1101,486,N,2021-04-08,6717131,cc97167a-c29-4589-9548-000000010479
10480,845,N,2021-05-09,5460431,cc07167a-c20-4589-9548-000000010480
86692,813,N,2021-06-10,2033931,cc17167a-c21-4589-9548-000000010481
36019,681,N,2021-07-11,595361,cc27167a-c22-4589-9548-000000010482
65153,783,Y,2021-08-12,5603431,cc37167a-c23-4589-9548-000000010483
17497,443,N,2021-09-13,6717131,cc47167a-c24-4589-9548-000000010484
38387,740,N,2021-10-14,5460431,cc57167a-c25-4589-9548-000000010485
66081,88,N,2021-11-15,2033931,cc67167a-c26-4589-9548-000000010486
46734,433,N,2021-12-16,595361,cc77167a-c27-4589-9548-000000010487
4228,76,Y,2021-01-17,5603431,cc87167a-c28-4589-9548-000000010488
31839,178,N,2021-02-18,6717131,cc97167a-c29-4589-9548-000000010489
84515,493,Y,2021-03-19,5460431,cc07167a-c20-4589-9548-000000010490
46079,3,N,2021-04-20,2033931,cc17167a-c21-4589-9548-000000010491
78354,38,Y,2021-05-21,595361,cc27167a-c22-4589-9548-000000010492
25175,656,N,2021-06-22,5603431,cc37167a-c23-4589-9548-000000010493
95287,611,N,2021-07-23,6717131,cc47167a-c24-4589-9548-000000010494
11441,527,Y,2021-08-24,5460431,cc57167a-c25-4589-9548-000000010495
3140,255,Y,2021-09-25,2033931,cc67167a-c26-4589-9548-000000010496
33292,443,N,2021-10-26,595361,cc77167a-c27-4589-9548-000000010497
74956,286,N,2021-11-27,5603431,cc87167a-c28-4589-9548-000000010498
79176,617,Y,2021-12-28,6717131,cc97167a-c29-4589-9548-000000010499
302,161,Y,2021-01-01,5460431,cc07167a-c20-4589-9548-000000010500
77388,500,N,2021-02-02,2033931,cc17167a-c21-4589-9548-000000010501
63198,135,Y,2021-03-03,595361,cc27167a-c22-4589-9548-000000010502
32534,708,N,2021-04-04,5603431,cc37167a-c23-4589-9548-000000010503
26060,566,N,2021-05-05,6717131,cc47167a-c24-4589-9548-000000010504
87492,820,N,2021-06-06,5460431,cc57167a-c25-4589-9548-000000010505
91996,476,N,2021-07-07,2033931,cc67167a-c26-4589-9548-000000010506
43150,256,N,2021-08-08,595361,cc77167a-c27-4589-9548-000000010507
45536,408,Y,2021-09-09,5603431,cc87167a-c28-4589-9548-000000010508
27989,452,Y,2021-10-10,6717131,cc97167a-c29-4589-9548-000000010509
41235,126,Y,2021-11-11,5460431,cc07167a-c20-4589-9548-000000010510
46060,712,Y,2021-12-12,2033931,cc17167a-c21-4589-9548-000000010511
42902,249,Y,2021-01-13,595361,cc27167a-c22-4589-9548-000000010512
77675,912,Y,2021-02-14,5603431,cc37167a-c23-4589-9548-000000010513
53754,940,N,2021-03-15,6717131,cc47167a-c24-4589-9548-000000010514
35887,140,Y,2021-04-16,5460431,cc57167a-c25-4589-9548-000000010515
73882,774,Y,2021-05-17,2033931,cc67167a-c26-4589-9548-000000010516
28348,737,N,2021-06-18,595361,cc77167a-c27-4589-9548-000000010517
38998,593,N,2021-07-19,5603431,cc87167a-c28-4589-9548-000000010518
66873,91,N,2021-08-20,6717131,cc97167a-c29-4589-9548-000000010519
60052,951,N,2021-09-21,5460431,cc07167a-c20-4589-9548-000000010520
92504,415,N,2021-10-22,2033931,cc17167a-c21-4589-9548-000000010521
77253,979,Y,2021-11-23,595361,cc27167a-c22-4589-9548-000000010522
60739,203,Y,2021-12-24,5603431,cc37167a-c23-4589-9548-000000010523
991,39,Y,2021-01-25,6717131,cc47167a-c24-4589-9548-000000010524
74583,160,N,2021-02-26,5460431,cc57167a-c25-4589-9548-000000010525
71750,161,N,2021-03-27,2033931,cc67167a-c26-4589-9548-000000010526
74140,698,N,2021-04-28,595361,cc77167a-c27-4589-9548-000000010527
71963,301,Y,2021-05-01,5603431,cc87167a-c28-4589-9548-000000010528
32961,416,N,2021-06-02,6717131,cc97167a-c29-4589-9548-000000010529
85208,649,Y,2021-07-03,5460431,cc07167a-c20-4589-9548-000000010530
6758,801,N,2021-08-04,2033931,cc17167a-c21-4589-9548-000000010531
11171,188,N,2021-09-05,595361,cc27167a-c22-4589-9548-000000010532
47206,229,Y,2021-10-06,5603431,cc37167a-c23-4589-9548-000000010533
22329,66,N,2021-11-07,6717131,cc47167a-c24-4589-9548-000000010534
84697,241,N,2021-12-08,5460431,cc57167a-c25-4589-9548-000000010535
14373,161,Y,2021-01-09,2033931,cc67167a-c26-4589-9548-000000010536
18423,386,Y,2021-02-10,595361,cc77167a-c27-4589-9548-000000010537
5899,152,Y,2021-03-11,5603431,cc87167a-c28-4589-9548-000000010538
50174,554,N,2021-04-12,6717131,cc97167a-c29-4589-9548-000000010539
71068,201,N,2021-05-13,5460431,cc07167a-c20-4589-9548-000000010540
36601,945,N,2021-06-14,2033931,cc17167a-c21-4589-9548-000000010541
52860,777,Y,2021-07-15,595361,cc27167a-c22-4589-9548-000000010542
76888,714,Y,2021-08-16,5603431,cc37167a-c23-4589-9548-000000010543
91625,735,Y,2021-09-17,6717131,cc47167a-c24-4589-9548-000000010544
89198,180,N,2021-10-18,5460431,cc57167a-c25-4589-9548-000000010545
29532,546,Y,2021-11-19,2033931,cc67167a-c26-4589-9548-000000010546
7622,576,N,2021-12-20,595361,cc77167a-c27-4589-9548-000000010547
41689,233,Y,2021-01-21,5603431,cc87167a-c28-4589-9548-000000010548
48677,609,N,2021-02-22,6717131,cc97167a-c29-4589-9548-000000010549
79754,283,N,2021-03-23,5460431,cc07167a-c20-4589-9548-000000010550
11468,553,N,2021-04-24,2033931,cc17167a-c21-4589-9548-000000010551
68529,205,N,2021-05-25,595361,cc27167a-c22-4589-9548-000000010552
71564,185,N,2021-06-26,5603431,cc37167a-c23-4589-9548-000000010553
88544,620,Y,2021-07-27,6717131,cc47167a-c24-4589-9548-000000010554
62583,337,Y,2021-08-28,5460431,cc57167a-c25-4589-9548-000000010555
93870,816,N,2021-09-01,2033931,cc67167a-c26-4589-9548-000000010556
63482,274,N,2021-10-02,595361,cc77167a-c27-4589-9548-000000010557
77787,211,Y,2021-11-03,5603431,cc87167a-c28-4589-9548-000000010558
61421,956,Y,2021-12-04,6717131,cc97167a-c29-4589-9548-000000010559
94788,383,N,2021-01-05,5460431,cc07167a-c20-4589-9548-000000010560
71932,938,N,2021-02-06,2033931,cc17167a-c21-4589-9548-000000010561
90472,982,N,2021-03-07,595361,cc27167a-c22-4589-9548-000000010562
43222,704,Y,2021-04-08,5603431,cc37167a-c23-4589-9548-000000010563
82064,644,Y,2021-05-09,6717131,cc47167a-c24-4589-9548-000000010564
9422,342,N,2021-06-10,5460431,cc57167a-c25-4589-9548-000000010565
13843,602,Y,2021-07-11,2033931,cc67167a-c26-4589-9548-000000010566
50941,151,N,2021-08-12,595361,cc77167a-c27-4589-9548-000000010567
62922,296,Y,2021-09-13,5603431,cc87167a-c28-4589-9548-000000010568
79755,127,N,2021-10-14,6717131,cc97167a-c29-4589-9548-000000010569
95596,4,Y,2021-11-15,5460431,cc07167a-c20-4589-9548-000000010570
30719,858,N,2021-12-16,2033931,cc17167a-c21-4589-9548-000000010571
21474,868,Y,2021-01-17,595361,cc27167a-c22-4589-9548-000000010572
69420,923,N,2021-02-18,5603431,cc37167a-c23-4589-9548-000000010573
64892,519,N,2021-03-19,6717131,cc47167a-c24-4589-9548-000000010574
76819,214,N,2021-04-20,5460431,cc57167a-c25-4589-9548-000000010575
46817,783,N,2021-05-21,2033931,cc67167a-c26-4589-9548-000000010576
14071,655,N,2021-06-22,595361,cc77167a-c27-4589-9548-000000010577
12858,916,Y,2021-07-23,5603431,cc87167a-c28-4589-9548-000000010578
38270,30,N,2021-08-24,6717131,cc97167a-c29-4589-9548-000000010579
82931,261,Y,2021-09-25,5460431,cc07167a-c20-4589-9548-000000010580
53930,784,Y,2021-10-26,2033931,cc17167a-c21-4589-9548-000000010581
3794,462,Y,2021-11-27,595361,cc27167a-c22-4589-9548-000000010582
21862,836,Y,2021-12-28,5603431,cc37167a-c23-4589-9548-000000010583
57327,192,N,2021-01-01,6717131,cc47167a-c24-4589-9548-000000010584
76744,868,Y,2021-02-02,5460431,cc57167a-c25-4589-9548-000000010585
98778,226,Y,2021-03-03,2033931,cc67167a-c26-4589-9548-000000010586
56501,773,N,2021-04-04,595361,cc77167a-c27-4589-9548-000000010587
46603,469,N,2021-05-05,5603431,cc87167a-c28-4589-9548-000000010588
89879,184,N,2021-06-06,6717131,cc97167a-c29-4589-9548-000000010589
23630,74,N,2021-07-07,5460431,cc07167a-c20-4589-9548-000000010590
80379,907,N,2021-08-08,2033931,cc17167a-c21-4589-9548-000000010591
14432,763,Y,2021-09-09,595361,cc27167a-c22-4589-9548-000000010592
35353,119,N,2021-10-10,5603431,cc37167a-c23-4589-9548-000000010593
63473,409,Y,2021-11-11,6717131,cc47167a-c24-4589-9548-000000010594
53647,870,N,2021-12-12,5460431,cc57167a-c25-4589-9548-000000010595
37217,915,N,2021-01-13,2033931,cc67167a-c26-4589-9548-000000010596
58094,933,N,2021-02-14,595361,cc77167a-c27-4589-9548-000000010597
54831,369,Y,2021-03-15,5603431,cc87167a-c28-4589-9548-000000010598
47781,980,Y,2021-04-16,6717131,cc97167a-c29-4589-9548-000000010599
31054,391,Y,2021-05-17,5460431,cc07167a-c20-4589-9548-000000010600
20993,130,Y,2021-06-18,2033931,cc17167a-c21-4589-9548-000000010601
20750,982,Y,2021-07-19,595361,cc27167a-c22-4589-9548-000000010602
81337,176,N,2021-08-20,5603431,cc37167a-c23-4589-9548-000000010603
20271,209,N,2021-09-21,6717131,cc47167a-c24-4589-9548-000000010604
66203,344,Y,2021-10-22,5460431,cc57167a-c25-4589-9548-000000010605
70067,462,N,2021-11-23,2033931,cc67167a-c26-4589-9548-000000010606
21089,530,N,2021-12-24,595361,cc77167a-c27-4589-9548-000000010607
68678,434,N,2021-01-25,5603431,cc87167a-c28-4589-9548-000000010608
1467,977,N,2021-02-26,6717131,cc97167a-c29-4589-9548-000000010609
25126,533,N,2021-03-27,5460431,cc07167a-c20-4589-9548-000000010610
85194,497,Y,2021-04-28,2033931,cc17167a-c21-4589-9548-000000010611
53721,916,Y,2021-05-01,595361,cc27167a-c22-4589-9548-000000010612
88660,389,N,2021-06-02,5603431,cc37167a-c23-4589-9548-000000010613
84504,210,Y,2021-07-03,6717131,cc47167a-c24-4589-9548-000000010614
82883,686,N,2021-08-04,5460431,cc57167a-c25-4589-9548-000000010615
49728,864,Y,2021-09-05,2033931,cc67167a-c26-4589-9548-000000010616
51945,48,N,2021-10-06,595361,cc77167a-c27-4589-9548-000000010617
90210,916,N,2021-11-07,5603431,cc87167a-c28-4589-9548-000000010618
92312,925,N,2021-12-08,6717131,cc97167a-c29-4589-9548-000000010619
54135,449,Y,2021-01-09,5460431,cc07167a-c20-4589-9548-000000010620
86451,907,Y,2021-02-10,2033931,cc17167a-c21-4589-9548-000000010621
35461,929,Y,2021-03-11,595361,cc27167a-c22-4589-9548-000000010622
76180,272,Y,2021-04-12,5603431,cc37167a-c23-4589-9548-000000010623
53967,561,Y,2021-05-13,6717131,cc47167a-c24-4589-9548-000000010624
34074,535,N,2021-06-14,5460431,cc57167a-c25-4589-9548-000000010625
81991,44,N,2021-07-15,2033931,cc67167a-c26-4589-9548-000000010626
58579,451,N,2021-08-16,595361,cc77167a-c27-4589-9548-000000010627
79245,466,N,2021-09-17,5603431,cc87167a-c28-4589-9548-000000010628
75581,801,N,2021-10-18,6717131,cc97167a-c29-4589-9548-000000010629
27189,177,Y,2021-11-19,5460431,cc07167a-c20-4589-9548-000000010630
62394,636,Y,2021-12-20,2033931,cc17167a-c21-4589-9548-000000010631
45828,296,Y,2021-01-21,595361,cc27167a-c22-4589-9548-000000010632
74211,808,N,2021-02-22,5603431,cc37167a-c23-4589-9548-000000010633
65496,405,Y,2021-03-23,6717131,cc47167a-c24-4589-9548-000000010634
51930,969,N,2021-04-24,5460431,cc57167a-c25-4589-9548-000000010635
90364,97,N,2021-05-25,2033931,cc67167a-c26-4589-9548-000000010636
93520,132,N,2021-06-26,595361,cc77167a-c27-4589-9548-000000010637
73885,766,Y,2021-07-27,5603431,cc87167a-c28-4589-9548-000000010638
12076,743,N,2021-08-28,6717131,cc97167a-c29-4589-9548-000000010639
44954,908,Y,2021-09-01,5460431,cc07167a-c20-4589-9548-000000010640
18568,972,N,2021-10-02,2033931,cc17167a-c21-4589-9548-000000010641
52687,956,N,2021-11-03,595361,cc27167a-c22-4589-9548-000000010642
42959,39,N,2021-12-04,5603431,cc37167a-c23-4589-9548-000000010643
13057,590,Y,2021-01-05,6717131,cc47167a-c24-4589-9548-000000010644
50151,61,Y,2021-02-06,5460431,cc57167a-c25-4589-9548-000000010645
81257,940,Y,2021-03-07,2033931,cc67167a-c26-4589-9548-000000010646
12520,874,Y,2021-04-08,595361,cc77167a-c27-4589-9548-000000010647
51585,180,Y,2021-05-09,5603431,cc87167a-c28-4589-9548-000000010648
81992,674,Y,2021-06-10,6717131,cc97167a-c29-4589-9548-000000010649
20654,956,Y,2021-07-11,5460431,cc07167a-c20-4589-9548-000000010650
95695,765,N,2021-08-12,2033931,cc17167a-c21-4589-9548-000000010651
29026,222,Y,2021-09-13,595361,cc27167a-c22-4589-9548-000000010652
38163,614,N,2021-10-14,5603431,cc37167a-c23-4589-9548-000000010653
80335,729,N,2021-11-15,6717131,cc47167a-c24-4589-9548-000000010654
73430,339,N,2021-12-16,5460431,cc57167a-c25-4589-9548-000000010655
43108,286,Y,2021-01-17,2033931,cc67167a-c26-4589-9548-000000010656
25141,914,Y,2021-02-18,595361,cc77167a-c27-4589-9548-000000010657
81036,774,N,2021-03-19,5603431,cc87167a-c28-4589-9548-000000010658
54256,64,N,2021-04-20,6717131,cc97167a-c29-4589-9548-000000010659
19681,337,Y,2021-05-21,5460431,cc07167a-c20-4589-9548-000000010660
37877,64,N,2021-06-22,2033931,cc17167a-c21-4589-9548-000000010661
80855,876,Y,2021-07-23,595361,cc27167a-c22-4589-9548-000000010662
65081,956,Y,2021-08-24,5603431,cc37167a-c23-4589-9548-000000010663
36383,952,N,2021-09-25,6717131,cc47167a-c24-4589-9548-000000010664
18272,943,Y,2021-10-26,5460431,cc57167a-c25-4589-9548-000000010665
63933,763,Y,2021-11-27,2033931,cc67167a-c26-4589-9548-000000010666
34563,240,N,2021-12-28,595361,cc77167a-c27-4589-9548-000000010667
72976,284,N,2021-01-01,5603431,cc87167a-c28-4589-9548-000000010668
14295,515,Y,2021-02-02,6717131,cc97167a-c29-4589-9548-000000010669
5618,853,Y,2021-03-03,5460431,cc07167a-c20-4589-9548-000000010670
10034,308,Y,2021-04-04,2033931,cc17167a-c21-4589-9548-000000010671
98624,896,Y,2021-05-05,595361,cc27167a-c22-4589-9548-000000010672
53974,79,N,2021-06-06,5603431,cc37167a-c23-4589-9548-000000010673
29937,749,Y,2021-07-07,6717131,cc47167a-c24-4589-9548-000000010674
92137,896,Y,2021-08-08,5460431,cc57167a-c25-4589-9548-000000010675
20381,373,N,2021-09-09,2033931,cc67167a-c26-4589-9548-000000010676
93569,719,N,2021-10-10,595361,cc77167a-c27-4589-9548-000000010677
52668,691,Y,2021-11-11,5603431,cc87167a-c28-4589-9548-000000010678
30453,529,N,2021-12-12,6717131,cc97167a-c29-4589-9548-000000010679
57268,845,Y,2021-01-13,5460431,cc07167a-c20-4589-9548-000000010680
74897,450,Y,2021-02-14,2033931,cc17167a-c21-4589-9548-000000010681
49993,150,N,2021-03-15,595361,cc27167a-c22-4589-9548-000000010682
4334,400,Y,2021-04-16,5603431,cc37167a-c23-4589-9548-000000010683
58698,979,Y,2021-05-17,6717131,cc47167a-c24-4589-9548-000000010684
24319,627,Y,2021-06-18,5460431,cc57167a-c25-4589-9548-000000010685
94212,972,N,2021-07-19,2033931,cc67167a-c26-4589-9548-000000010686
96652,756,Y,2021-08-20,595361,cc77167a-c27-4589-9548-000000010687
19679,901,N,2021-09-21,5603431,cc87167a-c28-4589-9548-000000010688
58189,365,Y,2021-10-22,6717131,cc97167a-c29-4589-9548-000000010689
56613,299,Y,2021-11-23,5460431,cc07167a-c20-4589-9548-000000010690
49647,942,N,2021-12-24,2033931,cc17167a-c21-4589-9548-000000010691
74938,427,N,2021-01-25,595361,cc27167a-c22-4589-9548-000000010692
47056,577,Y,2021-02-26,5603431,cc37167a-c23-4589-9548-000000010693
66607,683,Y,2021-03-27,6717131,cc47167a-c24-4589-9548-000000010694
38408,738,Y,2021-04-28,5460431,cc57167a-c25-4589-9548-000000010695
54648,714,Y,2021-05-01,2033931,cc67167a-c26-4589-9548-000000010696
67490,707,Y,2021-06-02,595361,cc77167a-c27-4589-9548-000000010697
67347,445,N,2021-07-03,5603431,cc87167a-c28-4589-9548-000000010698
5762,90,N,2021-08-04,6717131,cc97167a-c29-4589-9548-000000010699
40553,689,Y,2021-09-05,5460431,cc07167a-c20-4589-9548-000000010700
49815,947,Y,2021-10-06,2033931,cc17167a-c21-4589-9548-000000010701
67996,682,N,2021-11-07,595361,cc27167a-c22-4589-9548-000000010702
4599,455,Y,2021-12-08,5603431,cc37167a-c23-4589-9548-000000010703
90892,527,N,2021-01-09,6717131,cc47167a-c24-4589-9548-000000010704
37798,144,N,2021-02-10,5460431,cc57167a-c25-4589-9548-000000010705
76195,772,Y,2021-03-11,2033931,cc67167a-c26-4589-9548-000000010706
67422,860,N,2021-04-12,595361,cc77167a-c27-4589-9548-000000010707
60760,313,Y,2021-05-13,5603431,cc87167a-c28-4589-9548-000000010708
78436,380,Y,2021-06-14,6717131,cc97167a-c29-4589-9548-000000010709
32463,542,N,2021-07-15,5460431,cc07167a-c20-4589-9548-000000010710
57204,431,N,2021-08-16,2033931,cc17167a-c21-4589-9548-000000010711
11792,606,Y,2021-09-17,595361,cc27167a-c22-4589-9548-000000010712
38615,584,Y,2021-10-18,5603431,cc37167a-c23-4589-9548-000000010713
22254,108,Y,2021-11-19,6717131,cc47167a-c24-4589-9548-000000010714
89462,149,Y,2021-12-20,5460431,cc57167a-c25-4589-9548-000000010715
45810,942,N,2021-01-21,2033931,cc67167a-c26-4589-9548-000000010716
92134,930,N,2021-02-22,595361,cc77167a-c27-4589-9548-000000010717
23337,168,N,2021-03-23,5603431,cc87167a-c28-4589-9548-000000010718
99953,535,N,2021-04-24,6717131,cc97167a-c29-4589-9548-000000010719
47125,419,N,2021-05-25,5460431,cc07167a-c20-4589-9548-000000010720
26777,424,N,2021-06-26,2033931,cc17167a-c21-4589-9548-000000010721
53563,646,Y,2021-07-27,595361,cc27167a-c22-4589-9548-000000010722
45704,377,Y,2021-08-28,5603431,cc37167a-c23-4589-9548-000000010723
8574,720,Y,2021-09-01,6717131,cc47167a-c24-4589-9548-000000010724
86990,209,N,2021-10-02,5460431,cc57167a-c25-4589-9548-000000010725
91683,765,Y,2021-11-03,2033931,cc67167a-c26-4589-9548-000000010726
71951,649,N,2021-12-04,595361,cc77167a-c27-4589-9548-000000010727
41920,495,Y,2021-01-05,5603431,cc87167a-c28-4589-9548-000000010728
25505,390,N,2021-02-06,6717131,cc97167a-c29-4589-9548-000000010729
90124,876,Y,2021-03-07,5460431,cc07167a-c20-4589-9548-000000010730
89042,334,Y,2021-04-08,2033931,cc17167a-c21-4589-9548-000000010731
92611,294,N,2021-05-09,595361,cc27167a-c22-4589-9548-000000010732
55780,112,N,2021-06-10,5603431,cc37167a-c23-4589-9548-000000010733
25019,987,Y,2021-07-11,6717131,cc47167a-c24-4589-9548-000000010734
10911,234,N,2021-08-12,5460431,cc57167a-c25-4589-9548-000000010735
79020,554,N,2021-09-13,2033931,cc67167a-c26-4589-9548-000000010736
14479,861,Y,2021-10-14,595361,cc77167a-c27-4589-9548-000000010737
92122,532,N,2021-11-15,5603431,cc87167a-c28-4589-9548-000000010738
24732,986,Y,2021-12-16,6717131,cc97167a-c29-4589-9548-000000010739
60692,311,Y,2021-01-17,5460431,cc07167a-c20-4589-9548-000000010740
53567,982,N,2021-02-18,2033931,cc17167a-c21-4589-9548-000000010741
111,195,Y,2021-03-19,595361,cc27167a-c22-4589-9548-000000010742
38991,333,Y,2021-04-20,5603431,cc37167a-c23-4589-9548-000000010743
60075,566,N,2021-05-21,6717131,cc47167a-c24-4589-9548-000000010744
82619,384,N,2021-06-22,5460431,cc57167a-c25-4589-9548-000000010745
75194,259,N,2021-07-23,2033931,cc67167a-c26-4589-9548-000000010746
64820,733,Y,2021-08-24,595361,cc77167a-c27-4589-9548-000000010747
65876,176,N,2021-09-25,5603431,cc87167a-c28-4589-9548-000000010748
60566,369,Y,2021-10-26,6717131,cc97167a-c29-4589-9548-000000010749
52536,873,Y,2021-11-27,5460431,cc07167a-c20-4589-9548-000000010750
31953,117,N,2021-12-28,2033931,cc17167a-c21-4589-9548-000000010751
34900,535,Y,2021-01-01,595361,cc27167a-c22-4589-9548-000000010752
66817,264,N,2021-02-02,5603431,cc37167a-c23-4589-9548-000000010753
57874,89,Y,2021-03-03,6717131,cc47167a-c24-4589-9548-000000010754
43204,954,N,2021-04-04,5460431,cc57167a-c25-4589-9548-000000010755
11355,659,N,2021-05-05,2033931,cc67167a-c26-4589-9548-000000010756
87262,364,Y,2021-06-06,595361,cc77167a-c27-4589-9548-000000010757
90522,596,N,2021-07-07,5603431,cc87167a-c28-4589-9548-000000010758
64819,943,N,2021-08-08,6717131,cc97167a-c29-4589-9548-000000010759
76337,107,N,2021-09-09,5460431,cc07167a-c20-4589-9548-000000010760
98127,39,N,2021-10-10,2033931,cc17167a-c21-4589-9548-000000010761
70263,599,Y,2021-11-11,595361,cc27167a-c22-4589-9548-000000010762
19160,137,N,2021-12-12,5603431,cc37167a-c23-4589-9548-000000010763
98360,197,N,2021-01-13,6717131,cc47167a-c24-4589-9548-000000010764
61550,150,N,2021-02-14,5460431,cc57167a-c25-4589-9548-000000010765
52788,529,N,2021-03-15,2033931,cc67167a-c26-4589-9548-000000010766
52487,545,N,2021-04-16,595361,cc77167a-c27-4589-9548-000000010767
20830,688,N,2021-05-17,5603431,cc87167a-c28-4589-9548-000000010768
31020,363,Y,2021-06-18,6717131,cc97167a-c29-4589-9548-000000010769
19350,582,N,2021-07-19,5460431,cc07167a-c20-4589-9548-000000010770
71734,633,N,2021-08-20,2033931,cc17167a-c21-4589-9548-000000010771
20706,538,N,2021-09-21,595361,cc27167a-c22-4589-9548-000000010772
94861,969,N,2021-10-22,5603431,cc37167a-c23-4589-9548-000000010773
79184,772,N,2021-11-23,6717131,cc47167a-c24-4589-9548-000000010774
50709,690,Y,2021-12-24,5460431,cc57167a-c25-4589-9548-000000010775
87355,424,N,2021-01-25,2033931,cc67167a-c26-4589-9548-000000010776
20656,540,Y,2021-02-26,595361,cc77167a-c27-4589-9548-000000010777
28422,339,Y,2021-03-27,5603431,cc87167a-c28-4589-9548-000000010778
39029,454,Y,2021-04-28,6717131,cc97167a-c29-4589-9548-000000010779
33443,793,Y,2021-05-01,5460431,cc07167a-c20-4589-9548-000000010780
9763,440,Y,2021-06-02,2033931,cc17167a-c21-4589-9548-000000010781
36144,251,N,2021-07-03,595361,cc27167a-c22-4589-9548-000000010782
120,397,Y,2021-08-04,5603431,cc37167a-c23-4589-9548-000000010783
35240,850,N,2021-09-05,6717131,cc47167a-c24-4589-9548-000000010784
46850,917,N,2021-10-06,5460431,cc57167a-c25-4589-9548-000000010785
13379,290,Y,2021-11-07,2033931,cc67167a-c26-4589-9548-000000010786
8196,637,Y,2021-12-08,595361,cc77167a-c27-4589-9548-000000010787
38305,900,Y,2021-01-09,5603431,cc87167a-c28-4589-9548-000000010788
7182,520,N,2021-02-10,6717131,cc97167a-c29-4589-9548-000000010789
7058,304,N,2021-03-11,5460431,cc07167a-c20-4589-9548-000000010790
89705,284,N,2021-04-12,2033931,cc17167a-c21-4589-9548-000000010791
66574,273,N,2021-05-13,595361,cc27167a-c22-4589-9548-000000010792
20120,669,N,2021-06-14,5603431,cc37167a-c23-4589-9548-000000010793
68535,236,N,2021-07-15,6717131,cc47167a-c24-4589-9548-000000010794
94291,75,N,2021-08-16,5460431,cc57167a-c25-4589-9548-000000010795
66560,993,Y,2021-09-17,2033931,cc67167a-c26-4589-9548-000000010796
7767,949,N,2021-10-18,595361,cc77167a-c27-4589-9548-000000010797
13200,126,N,2021-11-19,5603431,cc87167a-c28-4589-9548-000000010798
22102,729,Y,2021-12-20,6717131,cc97167a-c29-4589-9548-000000010799
46304,57,N,2021-01-21,5460431,cc07167a-c20-4589-9548-000000010800
35068,359,N,2021-02-22,2033931,cc17167a-c21-4589-9548-000000010801
53793,890,Y,2021-03-23,595361,cc27167a-c22-4589-9548-000000010802
49451,800,Y,2021-04-24,5603431,cc37167a-c23-4589-9548-000000010803
78413,356,Y,2021-05-25,6717131,cc47167a-c24-4589-9548-000000010804
78667,216,N,2021-06-26,5460431,cc57167a-c25-4589-9548-000000010805
72067,978,N,2021-07-27,2033931,cc67167a-c26-4589-9548-000000010806
16991,17,Y,2021-08-28,595361,cc77167a-c27-4589-9548-000000010807
75756,981,Y,2021-09-01,5603431,cc87167a-c28-4589-9548-000000010808
62183,656,N,2021-10-02,6717131,cc97167a-c29-4589-9548-000000010809
51067,770,Y,2021-11-03,5460431,cc07167a-c20-4589-9548-000000010810
4013,61,N,2021-12-04,2033931,cc17167a-c21-4589-9548-000000010811
26277,896,N,2021-01-05,595361,cc27167a-c22-4589-9548-000000010812
84225,915,Y,2021-02-06,5603431,cc37167a-c23-4589-9548-000000010813
